#filename,file_size,file_attributes,region_count,region_id,region_shape_attributes,region_attributes
EP-11-13878_0060_0001.JPG,8732312,"{}",4,0,"{""name"":""polygon"",""all_points_x"":[1792,1928,2160,2412,2651,2978,2869,2487,2256,1806,1792,2187,1792],""all_points_y"":[3632,3632,2848,1894,1540,20,20,1574,2024,1997,2078,2119,3632]}","{""label"":""road""}"
EP-11-13878_0060_0001.JPG,8732312,"{}",4,1,"{""name"":""polygon"",""all_points_x"":[2835,5199,5233,5329,5458,5452,5268,5356,5165,3741,3714,5179,5070,2869,2835],""all_points_y"":[770,1186,934,865,879,777,736,20,273,14,109,388,1063,647,770]}","{""label"":""road""}"
EP-11-13878_0060_0001.JPG,8732312,"{}",4,2,"{""name"":""polygon"",""all_points_x"":[2385,3516,3428,5452,5445,3666,3653,2412,2385],""all_points_y"":[2072,2112,3216,3360,3080,2917,2010,1949,2072]}","{""label"":""road""}"
EP-11-13878_0060_0001.JPG,8732312,"{}",4,3,"{""name"":""polygon"",""all_points_x"":[1363,1383,906,252,409,968,1363],""all_points_y"":[2351,2256,2133,3632,3618,2249,2351]}","{""label"":""road""}"
EP-11-13878_0060_0002.JPG,8616110,"{}",4,0,"{""name"":""polygon"",""all_points_x"":[2047,2190,2204,2238,2354,2340,2224,2204,2067,1638,1638,2067,2047],""all_points_y"":[3623,3623,2675,2429,2095,0,7,2211,2675,2770,2859,2791,3623]}","{""label"":""road""}"
EP-11-13878_0060_0002.JPG,8616110,"{}",4,1,"{""name"":""polygon"",""all_points_x"":[901,2013,2020,785,737,839,901],""all_points_y"":[3214,3261,3173,3077,3623,3637,3214]}","{""label"":""road""}"
EP-11-13878_0060_0002.JPG,8616110,"{}",4,2,"{""name"":""polygon"",""all_points_x"":[2211,3350,3507,5431,5438,3678,3439,2217,2211],""all_points_y"":[2743,2477,3623,3357,3070,3323,2327,2606,2743]}","{""label"":""road""}"
EP-11-13878_0060_0002.JPG,8616110,"{}",4,3,"{""name"":""polygon"",""all_points_x"":[2354,4851,4844,4906,5424,5404,4824,4776,4626,2354,2361,4646,4660,2361,2354],""all_points_y"":[1290,1167,880,819,791,675,682,0,136,212,314,287,1071,1146,1290]}","{""label"":""road""}"
EP-11-13878_0060_0003.JPG,8427783,"{}",2,0,"{""name"":""polygon"",""all_points_x"":[1249,1399,1344,1235,1249],""all_points_y"":[3637,3637,7,7,3637]}","{""label"":""road""}"
EP-11-13878_0060_0003.JPG,8427783,"{}",2,1,"{""name"":""polygon"",""all_points_x"":[1399,3944,3910,3964,4428,4367,3875,3684,3794,5424,5404,3650,3555,3452,3541,1371,1371,3562,3664,1406,1399,3684,3766,1399,1399],""all_points_y"":[2941,2770,2456,2388,2354,2245,2252,921,771,662,539,662,20,20,853,928,1017,955,1658,1808,1951,1869,2634,2777,2941]}","{""label"":""road""}"
EP-11-13878_0060_0004.JPG,9163384,"{}",2,0,"{""name"":""polygon"",""all_points_x"":[1412,1556,1890,1753,1412],""all_points_y"":[3616,3623,27,34,3616]}","{""label"":""road""}"
